,doc_id,segment_id,sender,source_language,target_language,lp,source,mt,reference,nr_words,severity,minor,major,critical,mqm,typology_error,error,start_index,end_index,model,google_mqm
633,en_de_#CLIENT-01#_default_2021-01-03-65,3,client,de,en,de_en,"Die Lieferzeit wurde jetzt noch einmal verlängert, ist diese jetzt auch zuverlässig?","The delivery time has now been extended again, is this now also reliable?","The delivery time frame has now been extended again, is it reliable this time?",13,major,0,1,0,61.53846154,Mistranslation,also,59,63,IITP-Flipkart,-5
634,en_de_#CLIENT-01#_default_2021-01-03-65,4,client,de,en,de_en,Vielen Dank,Thank you.,Thank you.,2,,0,0,0,100.0,,,,,IITP-Flipkart,0
635,en_de_#CLIENT-01#_default_2021-01-03-65,5,client,de,en,de_en,Mit freundlichen Grüßen,Yours sincerely,"Best regards,",2,,0,0,0,100.0,,,,,IITP-Flipkart,0
636,en_de_#CLIENT-01#_default_2021-01-03-65,6,client,de,en,de_en,#NAME#,#NAME#,#NAME#,1,,0,0,0,100.0,,,,,IITP-Flipkart,0
637,en_de_#CLIENT-01#_default_2021-01-03-65,7,client,de,en,de_en,"Gibts es keine Telefonnummer, ein Chat, wo man 30min warten muss, ist kein Chat!","If there is no phone number, a chat where you have to wait 30min is not a chat!",Is there is no phone number? A chat where you have to wait for 30 minutes is not a chat!,18,major/major/neutral,0,2,0,44.44444444,Addition/Punctuation/Source Issue,"If/,/,",0/27/27,2/28/28,IITP-Flipkart,-10
638,en_de_#CLIENT-01#_default_2021-01-03-65,8,client,de,en,de_en,"Leider ändert sich nichts an der Warteposition...ich gebe dann bald wieder mal auf, weil es einfach nicht funktioniert hier.",Unfortunately nothing changes the waiting position... I will give up again soon because it just doesn't work here.,"Unfortunately, nothing changes regarding the waiting position...I will give up again soon because this just doesn't work.",19,minor,1,0,0,94.73684211,Omission,,29,30,IITP-Flipkart,-1
639,en_de_#CLIENT-01#_default_2021-01-03-65,9,client,de,en,de_en,Hallo,Hello,Hello,1,,0,0,0,100.0,,,,,IITP-Flipkart,0
640,en_de_#CLIENT-01#_default_2021-01-03-65,10,client,de,en,de_en,Hello,Hello,Hello,1,,0,0,0,100.0,,,,,IITP-Flipkart,0
641,en_de_#CLIENT-01#_default_2021-01-03-65,11,agent,en,de,en_de,Good Afternoon #NAME#,Guten Tag #NAME#,Guten Tag #NAME#,3,,0,0,0,100.0,,,,,IITP-Flipkart,0
642,en_de_#CLIENT-01#_default_2021-01-03-65,12,agent,en,de,en_de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#.","Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben.","Vielen Dank für deine Kontaktaufnahme mit #PRS_ORG#, mein Name ist #NAME#.",11,,0,0,0,100.0,,,,,IITP-Flipkart,0
643,en_de_#CLIENT-01#_default_2021-01-03-65,13,agent,en,de,en_de,"Regrettably the prices of the items are as they show online, we cannot change or reduce this for you","Leider sind die Preise der Artikel so, wie sie online angezeigt werden, wir können dies nicht für Sie ändern oder reduzieren","Leider sind die Preise der Artikel so, wie sie online angezeigt werden. Wir können diese nicht für dich ändern oder reduzieren",21,,0,0,0,100.0,,,,,IITP-Flipkart,0
644,en_de_#CLIENT-01#_default_2021-01-03-65,14,agent,en,de,en_de,The lead times are as advertised on the website.,Die Vorlaufzeiten sind wie auf der Website beworben.,Die Vorlaufzeiten sind wie auf der Webseite angegeben.,8,,0,0,0,100.0,,,,,IITP-Flipkart,0
645,en_de_#CLIENT-01#_default_2021-01-03-65,15,agent,en,de,en_de,"As we do not carry stock then all items are made to order, shipped on to us here at #URL# and then sent onto yourselves.","Da wir kein Lager haben, werden alle Artikel auf Bestellung gefertigt, an uns hier unter #URL# versandt und dann an Sie selbst gesendet.","Da wir keinen Lagerbestand haben, werden alle Artikel auf Bestellung gefertigt, hier bei #URL# an uns versendet und dann an dich verschickt.",23,minor/neutral,1,0,0,95.65217391,Mistranslation/Source Issue,an Sie selbst/an Sie selbst,113/113,126/126,IITP-Flipkart,-1
646,en_de_#CLIENT-01#_default_2021-01-03-65,16,agent,en,de,en_de,That is why we ask that you allow these lead times please.,"Deshalb bitten wir Sie, diese Vorlaufzeiten zu akzeptieren.","Deshalb bitten wir dich, diese Vorlaufzeiten zu berücksichtigen.",8,,0,0,0,100.0,,,,,IITP-Flipkart,0
647,en_de_#CLIENT-01#_default_2021-01-03-65,17,agent,en,de,en_de,The lead time showing is when the next batch is due to arrive.,"Die Vorlaufzeit zeigt an, wann die nächste Charge ankommen soll.","Die angegebene Vorlaufzeit ist der Zeitpunkt, an dem die nächste Charge ankommen soll.",10,,0,0,0,100.0,,,,,IITP-Flipkart,0
648,en_de_#CLIENT-01#_default_2021-01-03-65,18,client,de,en,de_en,Das ist keine zufriedenstellende Antwort und die Wartezeit hat sich nicht gelohnt,This is not a satisfactory answer and the wait was not worth it,This is not a satisfactory answer and the waiting time was not worth it.,13,,0,0,0,100.0,,,,,IITP-Flipkart,0
649,en_de_#CLIENT-01#_default_2021-01-03-65,19,client,de,en,de_en,Gibt es einen Premiumkunden Status bei Euch?,Is there a premium customer status with you?,Do you offer a premium customer status?,8,minor,1,0,0,87.5,Mistranslation,with you,35,43,IITP-Flipkart,-1
650,en_de_#CLIENT-01#_default_2021-01-03-65,20,client,de,en,de_en,Is there a premium customer status with you?,Is there a premium customer status with you?,Do you offer a premium customer status?,8,minor,1,0,0,87.5,Mistranslation,with you,35,43,IITP-Flipkart,-1
651,en_de_#CLIENT-01#_default_2021-01-03-65,21,agent,en,de,en_de,I am sorry but we cannot reduce the price of the items online.,"Es tut mir leid, aber wir können den Preis der Artikel online nicht senken.","Es tut mir leid, aber wir können den Preis der Artikel nicht online reduzieren.",14,,0,0,0,100.0,,,,,IITP-Flipkart,0
652,en_de_#CLIENT-01#_default_2021-01-03-65,22,client,de,en,de_en,Welche Gutscheine???,What vouchers???,What vouchers???,2,,0,0,0,100.0,,,,,IITP-Flipkart,0
653,en_de_#CLIENT-01#_default_2021-01-03-65,23,client,de,en,de_en,Ich hatte bei der letzten Bestellung meinen Gutschein nicht gutgeschrieben bekommen!,I had not received my voucher with the last order!,At my last order my voucher was not applied.,10,,0,0,0,100.0,,,,,IITP-Flipkart,0
654,en_de_#CLIENT-01#_default_2021-01-03-65,24,client,de,en,de_en,I had not received my voucher credited at the last order!,I had not received my voucher credited at the last order!,At my last order my voucher was not applied.,11,,0,0,0,100.0,,,,,IITP-Flipkart,0
655,en_de_#CLIENT-01#_default_2021-01-03-65,0,client,de,en,de_en,"Hallo,","Hello,","Hello,",1,,0,0,0,100.0,,,,,baseline,0
656,en_de_#CLIENT-01#_default_2021-01-03-65,1,client,de,en,de_en,"Bin ein sehr guter Kunde von Euch, habe bereits 2 Wohnungen komplett mit Euren Möbeln eingerichtet.","I am a very good customer from you, I have already 2 apartments completely decorated with your furniture.","I am a very good customer of yours, have already completely furnished 2 apartments with your furniture.",18,minor/major,1,1,0,66.66666667,Mistranslation/Word Order,from you/I have,26/36,34/42,baseline,-6
657,en_de_#CLIENT-01#_default_2021-01-03-65,2,client,de,en,de_en,Wollte den besten Preis für das graue Ledersofa Odelle erfragen.,I wanted to ask for the best price for the gray Ledersofa Odelle.,Wanted to ask the best price for the gray leather sofa Odelle.,13,,0,0,0,100.0,,,,,baseline,0
658,en_de_#CLIENT-01#_default_2021-01-03-65,3,client,de,en,de_en,"Die Lieferzeit wurde jetzt noch einmal verlängert, ist diese jetzt auch zuverlässig?","The delivery time has now been extended again, is this now also reliable?","The delivery time frame has now been extended again, is it reliable this time?",13,major,0,1,0,61.53846154,Mistranslation,also,59,63,baseline,-5
659,en_de_#CLIENT-01#_default_2021-01-03-65,4,client,de,en,de_en,Vielen Dank,Thank you,Thank you.,2,,0,0,0,100.0,,,,,baseline,0
660,en_de_#CLIENT-01#_default_2021-01-03-65,5,client,de,en,de_en,Mit freundlichen Grüßen,With friendly greetings,"Best regards,",3,minor,1,0,0,66.66666667,Mistranslation,friendly,5,13,baseline,-1
661,en_de_#CLIENT-01#_default_2021-01-03-65,6,client,de,en,de_en,#NAME#,#NAME#,#NAME#,1,,0,0,0,100.0,,,,,baseline,0
662,en_de_#CLIENT-01#_default_2021-01-03-65,7,client,de,en,de_en,"Gibts es keine Telefonnummer, ein Chat, wo man 30min warten muss, ist kein Chat!","Gives it no telephone number, a chat where you have to wait 30min is not a chat!",Is there is no phone number? A chat where you have to wait for 30 minutes is not a chat!,17,critical/minor/minor,2,0,1,29.41176471,Mistranslation/Source Issue/Whitespace,Gives it/30min/30min,0/60/60,8/65/65,baseline,-12
663,en_de_#CLIENT-01#_default_2021-01-03-65,8,client,de,en,de_en,"Leider ändert sich nichts an der Warteposition...ich gebe dann bald wieder mal auf, weil es einfach nicht funktioniert hier.",Unfortunately nothing changes in the waiting position...I will then soon give up again because it just doesn’t work here.,"Unfortunately, nothing changes regarding the waiting position...I will give up again soon because this just doesn't work.",21,,0,0,0,100.0,,,,,baseline,0
664,en_de_#CLIENT-01#_default_2021-01-03-65,9,client,de,en,de_en,Hallo,Welcome to,Hello,2,critical,0,0,1,-400.0,Omission,Welcome to,0,10,baseline,-10
665,en_de_#CLIENT-01#_default_2021-01-03-65,10,client,de,en,de_en,Hello,Hello,Hello,1,,0,0,0,100.0,,,,,baseline,0
666,en_de_#CLIENT-01#_default_2021-01-03-65,11,agent,en,de,en_de,Good Afternoon #NAME#,Gute Nachmittag #NAME#,Guten Tag #NAME#,3,minor,1,0,0,66.66666667,Grammar,Gute,0,4,baseline,-1
667,en_de_#CLIENT-01#_default_2021-01-03-65,12,agent,en,de,en_de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#.","Danke für die Kontaktaufnahme mit #PRS_ORG#, Sie sind über #NAME#.","Vielen Dank für deine Kontaktaufnahme mit #PRS_ORG#, mein Name ist #NAME#.",10,major,0,1,0,50.0,Mistranslation,Sie sind über,45,58,baseline,-5
668,en_de_#CLIENT-01#_default_2021-01-03-65,13,agent,en,de,en_de,"Regrettably the prices of the items are as they show online, we cannot change or reduce this for you","Leider sind die Preise der Artikel wie sie online anzeigen, können wir dies für Sie nicht ändern oder reduzieren","Leider sind die Preise der Artikel so, wie sie online angezeigt werden. Wir können diese nicht für dich ändern oder reduzieren",19,minor/minor,2,0,0,89.47368421,Mistranslation/Word Order,anzeigen/wir,50/67,58/70,baseline,-2
669,en_de_#CLIENT-01#_default_2021-01-03-65,14,agent,en,de,en_de,The lead times are as advertised on the website.,Die Lead-Times sind wie auf der Website angekündigt.,Die Vorlaufzeiten sind wie auf der Webseite angegeben.,8,critical,0,0,1,-25.0,Untranslated,Lead-Times,4,14,baseline,-10
670,en_de_#CLIENT-01#_default_2021-01-03-65,15,agent,en,de,en_de,"As we do not carry stock then all items are made to order, shipped on to us here at #URL# and then sent onto yourselves.","Da wir keine Lagerung tragen, werden dann alle Artikel zur Bestellung gemacht, uns hier unter #URL# geschickt und dann an Sie gesendet.","Da wir keinen Lagerbestand haben, werden alle Artikel auf Bestellung gefertigt, hier bei #URL# an uns versendet und dann an dich verschickt.",22,major/major,0,2,0,54.54545455,Mistranslation/Mistranslation,Lagerung tragen/zur Bestellung gemacht,13/55,28/77,baseline,-10
671,en_de_#CLIENT-01#_default_2021-01-03-65,16,agent,en,de,en_de,That is why we ask that you allow these lead times please.,"Deshalb bitten wir, dass Sie diese Lead-Times bitte erlauben.","Deshalb bitten wir dich, diese Vorlaufzeiten zu berücksichtigen.",9,critical/major,0,1,1,-66.66666667,Untranslated/Mistranslation,Lead-Times/bitte erlauben,35/46,45/60,baseline,-15
672,en_de_#CLIENT-01#_default_2021-01-03-65,17,agent,en,de,en_de,The lead time showing is when the next batch is due to arrive.,"Die führende Zeit zeigt, wann die nächste Batch ankommt.","Die angegebene Vorlaufzeit ist der Zeitpunkt, an dem die nächste Charge ankommen soll.",9,major,0,1,0,44.44444444,Mistranslation,führende,4,12,baseline,-5
673,en_de_#CLIENT-01#_default_2021-01-03-65,18,client,de,en,de_en,Das ist keine zufriedenstellende Antwort und die Wartezeit hat sich nicht gelohnt,This is not a satisfactory answer and the waiting time has not been worth,This is not a satisfactory answer and the waiting time was not worth it.,14,,0,0,0,100.0,,,,,baseline,0
674,en_de_#CLIENT-01#_default_2021-01-03-65,19,client,de,en,de_en,Gibt es einen Premiumkunden Status bei Euch?,Is there a premium customer status with you?,Do you offer a premium customer status?,8,minor,1,0,0,87.5,Mistranslation,with you,35,43,baseline,-1
675,en_de_#CLIENT-01#_default_2021-01-03-65,20,client,de,en,de_en,Is there a premium customer status with you?,Is there a premium customer status with you?,Do you offer a premium customer status?,8,minor/neutral,1,0,0,87.5,Mistranslation/Source Issue,with you/with you,35/35,43/43,baseline,-1
676,en_de_#CLIENT-01#_default_2021-01-03-65,21,agent,en,de,en_de,I am sorry but we cannot reduce the price of the items online.,"Entschuldigung, aber wir können den Preis der Artikel online nicht senken.","Es tut mir leid, aber wir können den Preis der Artikel nicht online reduzieren.",11,,0,0,0,100.0,,,,,baseline,0
677,en_de_#CLIENT-01#_default_2021-01-03-65,22,client,de,en,de_en,Welche Gutscheine???,What voucher???,What vouchers???,2,,0,0,0,100.0,,,,,baseline,0
678,en_de_#CLIENT-01#_default_2021-01-03-65,23,client,de,en,de_en,Ich hatte bei der letzten Bestellung meinen Gutschein nicht gutgeschrieben bekommen!,I had not received my voucher credited at the last order!,At my last order my voucher was not applied.,11,,0,0,0,100.0,,,,,baseline,0
679,en_de_#CLIENT-01#_default_2021-01-03-65,24,client,de,en,de_en,I had not received my voucher credited at the last order!,I had not received my voucher credited at the last order!,At my last order my voucher was not applied.,11,,0,0,0,100.0,,,,,baseline,0
680,en_de_#CLIENT-01#_default_2021-01-03-65,0,client,de,en,de_en,"Hallo,","Hello,","Hello,",1,,0,0,0,100.0,,,,,unbabel_ist,0
681,en_de_#CLIENT-01#_default_2021-01-03-65,1,client,de,en,de_en,"Bin ein sehr guter Kunde von Euch, habe bereits 2 Wohnungen komplett mit Euren Möbeln eingerichtet.","I am a very good customer of you, I have already furnished 2 apartments completely with your furniture.","I am a very good customer of yours, have already completely furnished 2 apartments with your furniture.",18,minor,1,0,0,94.44444444,Grammar,you,29,32,unbabel_ist,-1
682,en_de_#CLIENT-01#_default_2021-01-03-65,2,client,de,en,de_en,Wollte den besten Preis für das graue Ledersofa Odelle erfragen.,I wanted to ask the best price for the gray leather sofa Odelle.,Wanted to ask the best price for the gray leather sofa Odelle.,13,,0,0,0,100.0,,,,,unbabel_ist,0
683,en_de_#CLIENT-01#_default_2021-01-03-65,3,client,de,en,de_en,"Die Lieferzeit wurde jetzt noch einmal verlängert, ist diese jetzt auch zuverlässig?","The delivery time has now been extended again, is it now reliable?","The delivery time frame has now been extended again, is it reliable this time?",12,,0,0,0,100.0,,,,,unbabel_ist,0
684,en_de_#CLIENT-01#_default_2021-01-03-65,4,client,de,en,de_en,Vielen Dank,Thank you!,Thank you.,2,,0,0,0,100.0,,,,,unbabel_ist,0
685,en_de_#CLIENT-01#_default_2021-01-03-65,5,client,de,en,de_en,Mit freundlichen Grüßen,"Best regards,","Best regards,",2,,0,0,0,100.0,,,,,unbabel_ist,0
686,en_de_#CLIENT-01#_default_2021-01-03-65,6,client,de,en,de_en,#NAME#,#NAME#,#NAME#,1,,0,0,0,100.0,,,,,unbabel_ist,0
687,en_de_#CLIENT-01#_default_2021-01-03-65,7,client,de,en,de_en,"Gibts es keine Telefonnummer, ein Chat, wo man 30min warten muss, ist kein Chat!","There is no phone number, a chat where you have to wait 30min, there is no chat!",Is there is no phone number? A chat where you have to wait for 30 minutes is not a chat!,17,minor/neutral/minor/neutral/major/minor/neutral/neutral/minor,4,1,0,47.05882353,Word Order/Source Issue/Punctuation/Source Issue/Addition/Punctuation/Source Issue/Source Issue/Whitespace,"is/There is no phone number/,/,/there/,/,/30min/30min",6/0/24/24/63/61/61/56/56,8/24/25/25/68/62/62/61/61,unbabel_ist,-9
688,en_de_#CLIENT-01#_default_2021-01-03-65,8,client,de,en,de_en,"Leider ändert sich nichts an der Warteposition...ich gebe dann bald wieder mal auf, weil es einfach nicht funktioniert hier.","Unfortunately, nothing changes in the waiting position... I'll give up again soon, because it just doesn't work here.","Unfortunately, nothing changes regarding the waiting position...I will give up again soon because this just doesn't work.",20,minor,1,0,0,95.0,Mistranslation,position,46,54,unbabel_ist,-1
689,en_de_#CLIENT-01#_default_2021-01-03-65,9,client,de,en,de_en,Hallo,Hello,Hello,1,,0,0,0,100.0,,,,,unbabel_ist,0
690,en_de_#CLIENT-01#_default_2021-01-03-65,10,client,de,en,de_en,Hello,Hello,Hello,1,,0,0,0,100.0,,,,,unbabel_ist,0
691,en_de_#CLIENT-01#_default_2021-01-03-65,11,agent,en,de,en_de,Good Afternoon #NAME#,"Guten Tag #NAME#,",Guten Tag #NAME#,3,,0,0,0,100.0,,,,,unbabel_ist,0
692,en_de_#CLIENT-01#_default_2021-01-03-65,12,agent,en,de,en_de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#.","Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Mein Name ist #NAME#","Vielen Dank für deine Kontaktaufnahme mit #PRS_ORG#, mein Name ist #NAME#.",15,,0,0,0,100.0,,,,,unbabel_ist,0
693,en_de_#CLIENT-01#_default_2021-01-03-65,13,agent,en,de,en_de,"Regrettably the prices of the items are as they show online, we cannot change or reduce this for you","Leider sind die Preise der Artikel so, wie sie online angezeigt werden. Wir können dies nicht ändern oder für Sie ändern","Leider sind die Preise der Artikel so, wie sie online angezeigt werden. Wir können diese nicht für dich ändern oder reduzieren",21,major,0,1,0,76.19047619,Mistranslation,ändern,114,120,unbabel_ist,-5
694,en_de_#CLIENT-01#_default_2021-01-03-65,14,agent,en,de,en_de,The lead times are as advertised on the website.,Die Vorlaufzeiten sind wie auf der Webseite angegeben.,Die Vorlaufzeiten sind wie auf der Webseite angegeben.,8,,0,0,0,100.0,,,,,unbabel_ist,0
695,en_de_#CLIENT-01#_default_2021-01-03-65,15,agent,en,de,en_de,"As we do not carry stock then all items are made to order, shipped on to us here at #URL# and then sent onto yourselves.","Da wir nicht auf Lager sind, werden alle Artikel auf Bestellung hergestellt, an uns hier bei #URL# versandt und dann an Sie selbst gesendet.","Da wir keinen Lagerbestand haben, werden alle Artikel auf Bestellung gefertigt, hier bei #URL# an uns versendet und dann an dich verschickt.",24,minor/minor,2,0,0,91.66666667,Mistranslation/Grammar,nicht auf Lager sind/an Sie selbst,7/117,27/130,unbabel_ist,-2
696,en_de_#CLIENT-01#_default_2021-01-03-65,16,agent,en,de,en_de,That is why we ask that you allow these lead times please.,"Deshalb bitten wir Sie, diese Lieferzeiten zu erlauben.","Deshalb bitten wir dich, diese Vorlaufzeiten zu berücksichtigen.",8,,0,0,0,100.0,,,,,unbabel_ist,0
697,en_de_#CLIENT-01#_default_2021-01-03-65,17,agent,en,de,en_de,The lead time showing is when the next batch is due to arrive.,"Die Vorlaufzeit wird angezeigt, wenn die nächste Charge ankommen soll.","Die angegebene Vorlaufzeit ist der Zeitpunkt, an dem die nächste Charge ankommen soll.",10,,0,0,0,100.0,,,,,unbabel_ist,0
698,en_de_#CLIENT-01#_default_2021-01-03-65,18,client,de,en,de_en,Das ist keine zufriedenstellende Antwort und die Wartezeit hat sich nicht gelohnt,This is not a satisfactory answer and the waiting time was not worth it.,This is not a satisfactory answer and the waiting time was not worth it.,14,,0,0,0,100.0,,,,,unbabel_ist,0
699,en_de_#CLIENT-01#_default_2021-01-03-65,19,client,de,en,de_en,Gibt es einen Premiumkunden Status bei Euch?,Is there a premium customer status with you?,Do you offer a premium customer status?,8,minor,1,0,0,87.5,Mistranslation,with you,35,43,unbabel_ist,-1
700,en_de_#CLIENT-01#_default_2021-01-03-65,20,client,de,en,de_en,Is there a premium customer status with you?,Is there a premium customer status with you?,Do you offer a premium customer status?,8,minor/neutral,1,0,0,87.5,Mistranslation/Source Issue,with you/with you,35/35,43/43,unbabel_ist,-1
701,en_de_#CLIENT-01#_default_2021-01-03-65,21,agent,en,de,en_de,I am sorry but we cannot reduce the price of the items online.,"Es tut mir leid, aber wir können den Preis der Artikel online nicht ändern.","Es tut mir leid, aber wir können den Preis der Artikel nicht online reduzieren.",14,,0,0,0,100.0,,,,,unbabel_ist,0
702,en_de_#CLIENT-01#_default_2021-01-03-65,22,client,de,en,de_en,Welche Gutscheine???,Which vouchers???,What vouchers???,2,,0,0,0,100.0,,,,,unbabel_ist,0
703,en_de_#CLIENT-01#_default_2021-01-03-65,23,client,de,en,de_en,Ich hatte bei der letzten Bestellung meinen Gutschein nicht gutgeschrieben bekommen!,I had not received my voucher credited for the last order!,At my last order my voucher was not applied.,11,,0,0,0,100.0,,,,,unbabel_ist,0
704,en_de_#CLIENT-01#_default_2021-01-03-65,24,client,de,en,de_en,I had not received my voucher credited at the last order!,I had not received my voucher credited at the last order!,At my last order my voucher was not applied.,11,,0,0,0,100.0,,,,,unbabel_ist,0
705,en_de_#CLIENT-01#_default_2021-01-10-25,0,client,de,en,de_en,"Guten Tag, ich habe eine Frage zu Ihrer Serie von #PRS_ORG#","Hello, I have a question about your series of #PRS_ORG#","Good afternoon, I have a question regarding your #PRS_ORG# series.",10,,0,0,0,100.0,,,,,BJTU,0
706,en_de_#CLIENT-01#_default_2021-01-10-25,1,client,de,en,de_en,"Beworben werden diese Produkte mit zusätzlich zu erwerbenden Hockern, diese können wir aber leider bei Ihnen nicht finden.","These products are advertised with additional stools to be purchased, but unfortunately we cannot find them with you.","These products are advertised with stools which can additionally be purchased, but unfortunately we cannot find them.",18,major,0,1,0,72.22222222,Mistranslation,with you,108,116,BJTU,-5
707,en_de_#CLIENT-01#_default_2021-01-10-25,2,client,de,en,de_en,Können sie helfen?,Can you help?,Could you lend me a hand?,3,,0,0,0,100.0,,,,,BJTU,0
708,en_de_#CLIENT-01#_default_2021-01-10-25,3,agent,en,de,en_de,Hello #NAME#,Hallo #NAME#,"Hallo #NAME#,",2,,0,0,0,100.0,,,,,BJTU,0
709,en_de_#CLIENT-01#_default_2021-01-10-25,4,agent,en,de,en_de,Allow me a moment to look for you,"Erlauben Sie mir einen Moment, um nach Ihnen zu suchen",erlaube mir einen Moment danach zu suchen,10,,0,0,0,100.0,,,,,BJTU,0
710,en_de_#CLIENT-01#_default_2021-01-10-25,5,agent,en,de,en_de,"At the moment it appears we have no further pieces, I will check to see when we are expecting more.","Im Moment scheint es, dass wir keine weiteren Stücke haben. Ich werde nachsehen, wann wir mehr erwarten.","Im Moment scheint es, dass wir keine weiteren Teile haben. Ich werde überprüfen, wann wir weitere erwarten.",17,,0,0,0,100.0,,,,,BJTU,0
711,en_de_#CLIENT-01#_default_2021-01-10-25,6,agent,en,de,en_de,It doesn't look like there are any future plans to manufacture the single sections regrettably,"Es sieht leider nicht so aus, als gäbe es zukünftige Pläne, die einzelnen Abschnitte herzustellen.","Es sieht leider nicht so aus, als ob es zukünftige Pläne für die Herstellung der Einzelstücke gibt",15,,0,0,0,100.0,,,,,BJTU,0
712,en_de_#CLIENT-01#_default_2021-01-10-25,7,agent,en,de,en_de,Is there anything else I can help with please?,"Gibt es noch etwas, bei dem ich bitte helfen kann?","Gibt es noch etwas, bei dem ich helfen kann?",10,,0,0,0,100.0,,,,,BJTU,0
713,en_de_#CLIENT-01#_default_2021-01-10-25,8,client,de,en,de_en,Also gibt es die beworbenen Hocker überhaupt nicht?,So the advertised stools don't exist at all?,So aren't there the advertised stools at all?,9,,0,0,0,100.0,,,,,BJTU,0
714,en_de_#CLIENT-01#_default_2021-01-10-25,9,client,de,en,de_en,sehr schade,Very sad,What a pity.,2,,0,0,0,100.0,,,,,BJTU,0
715,en_de_#CLIENT-01#_default_2021-01-10-25,10,agent,en,de,en_de,"No they only come with the chair, not on their own, I am sorry","Nein, sie kommen nur mit dem Stuhl, nicht alleine, es tut mir leid","Nein, sie kommen nur mit dem Sessel, nicht einzeln, es tut mir leid",13,,0,0,0,100.0,,,,,BJTU,0
716,en_de_#CLIENT-01#_default_2021-01-10-25,11,client,de,en,de_en,welche chair meinen sie genau?,Which chair do you mean exactly?,Which chair exactly do they mean?,6,,0,0,0,100.0,,,,,BJTU,0
717,en_de_#CLIENT-01#_default_2021-01-10-25,12,client,de,en,de_en,haben sie einen Link?,Do you have a link?,Do you have a link?,5,,0,0,0,100.0,,,,,BJTU,0
718,en_de_#CLIENT-01#_default_2021-01-10-25,13,agent,en,de,en_de,One moment,Einen Moment,Einen Moment,2,,0,0,0,100.0,,,,,BJTU,0
719,en_de_#CLIENT-01#_default_2021-01-10-25,14,client,de,en,de_en,also nur mit diesen 2 sitzer?,So only with these 2 seater?,"Thus, only with these 2 seats?",6,minor,1,0,0,83.33333333,Mistranslation,seater,21,27,BJTU,-1
720,en_de_#CLIENT-01#_default_2021-01-10-25,15,client,de,en,de_en,"No problem that is not your fault, they can only work with the information they get.","No problem that is not your fault, they can only work with the information they get.","No problem that is not your fault, they can only work with the information they get.",16,major/major/neutral/neutral,0,2,0,37.5,Grammar/Grammar/Source Issue/Source Issue,they/they/they/they,75/35/35/75,79/39/39/79,BJTU,-10
721,en_de_#CLIENT-01#_default_2021-01-10-25,16,client,de,en,de_en,Danke und einen schönen Tag,Thank you and have a nice day,Thank you for your understanding,7,,0,0,0,100.0,,,,,BJTU,0
722,en_de_#CLIENT-01#_default_2021-01-10-25,17,client,de,en,de_en,I would like to,I would like to,I would like that.,4,,0,0,0,100.0,,,,,BJTU,0
723,en_de_#CLIENT-01#_default_2021-01-10-25,18,client,de,en,de_en,But please also:),But please also:),But please also:),3,,0,0,0,100.0,,,,,BJTU,0
724,en_de_#CLIENT-01#_default_2021-01-10-25,19,client,de,en,de_en,Sie aber bitte auch :),But please also:),You too :),3,major/minor/major,1,2,0,-266.6666667,Omission/Whitespace/Word Order,/also:)/But,0/11/0,0/17/3,BJTU,-11
725,en_de_#CLIENT-01#_default_2021-01-10-25,20,agent,en,de,en_de,"It's been lovely chatting, goodbye for now","Es war ein schönes Gespräch, auf Wiedersehen für jetzt","Es war ein schöner Chat, auf Wiedersehen",9,,0,0,0,100.0,,,,,BJTU,0
726,en_de_#CLIENT-01#_default_2021-01-10-25,21,client,de,en,de_en,That was it!,That was it!,That's it!,3,,0,0,0,100.0,,,,,BJTU,0
727,en_de_#CLIENT-01#_default_2021-01-10-25,22,client,de,en,de_en,das war es!,That's it!,That's it!,3,,0,0,0,100.0,,,,,BJTU,0
728,en_de_#CLIENT-01#_default_2021-01-10-25,23,client,de,en,de_en,auf wiedersehen,Goodbye,Bye!,1,,0,0,0,100.0,,,,,BJTU,0
729,en_de_#CLIENT-01#_default_2021-01-10-25,0,client,de,en,de_en,"Guten Tag, ich habe eine Frage zu Ihrer Serie von #PRS_ORG#","Hello, I have a question about your series of #PRS_ORG#","Good afternoon, I have a question regarding your #PRS_ORG# series.",10,,0,0,0,100.0,,,,,HuaweiTSC,0
730,en_de_#CLIENT-01#_default_2021-01-10-25,1,client,de,en,de_en,"Beworben werden diese Produkte mit zusätzlich zu erwerbenden Hockern, diese können wir aber leider bei Ihnen nicht finden.","These products are advertised with additional stools to be purchased, but unfortunately we cannot find them from you.","These products are advertised with stools which can additionally be purchased, but unfortunately we cannot find them.",18,major,0,1,0,72.22222222,Mistranslation,from you,108,116,HuaweiTSC,-5
731,en_de_#CLIENT-01#_default_2021-01-10-25,2,client,de,en,de_en,Können sie helfen?,Can you help?,Could you lend me a hand?,3,,0,0,0,100.0,,,,,HuaweiTSC,0
732,en_de_#CLIENT-01#_default_2021-01-10-25,3,agent,en,de,en_de,Hello #NAME#,Hallo #NAME#,"Hallo #NAME#,",2,,0,0,0,100.0,,,,,HuaweiTSC,0
